Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
neutrophil degranulation (GO:0043312),57/481,1.72E-16,1.08E-14,0,0,4.084242098,148.2528568,HSP90AB1;DDX3X;HMGB1;PSMD7;LAMP1;PSMD2;FTH1;LAMP2;PSMD1;RAC1;CTSB;CCT2;HSP90AA1;PGAM1;ATP6AP2;NME2;NDUFC2;MIF;DYNLL1;DDOST;RHOA;PSMA5;EEF1A1;PSMA2;TMBIM1;CSNK2B;ALDOA;ATP6V0C;PPIA;CD63;CSTB;VCP;PSMD11;BRI3;GSTP1;COPB1;PSMB7;PGRMC1;CYB5R3;PSMB1;CCT8;RAB6A;S100A11;HSPA8;SURF4;PDAP1;PA2G4;TUBB4B;EEF2;PRDX6;RAB10;ERP44;PSMC3;RAB14;VAPA;RAB18;LAMTOR2
neutrophil activation involved in immune response (GO:0002283),57/485,2.50E-16,1.54E-14,0,0,4.045215164,145.3183292,HSP90AB1;DDX3X;HMGB1;PSMD7;LAMP1;PSMD2;FTH1;LAMP2;PSMD1;RAC1;CTSB;CCT2;HSP90AA1;PGAM1;ATP6AP2;NME2;NDUFC2;MIF;DYNLL1;DDOST;RHOA;PSMA5;EEF1A1;PSMA2;TMBIM1;CSNK2B;ALDOA;ATP6V0C;PPIA;CD63;CSTB;VCP;PSMD11;BRI3;GSTP1;COPB1;PSMB7;PGRMC1;CYB5R3;PSMB1;CCT8;RAB6A;S100A11;HSPA8;SURF4;PDAP1;PA2G4;TUBB4B;EEF2;PRDX6;RAB10;ERP44;PSMC3;RAB14;VAPA;RAB18;LAMTOR2
neutrophil mediated immunity (GO:0002446),57/488,3.31E-16,1.95E-14,0,0,4.016420349,143.165216,HSP90AB1;DDX3X;HMGB1;PSMD7;LAMP1;PSMD2;FTH1;LAMP2;PSMD1;RAC1;CTSB;CCT2;HSP90AA1;PGAM1;ATP6AP2;NME2;NDUFC2;MIF;DYNLL1;DDOST;RHOA;PSMA5;EEF1A1;PSMA2;TMBIM1;CSNK2B;ALDOA;ATP6V0C;PPIA;CD63;CSTB;VCP;PSMD11;BRI3;GSTP1;COPB1;PSMB7;PGRMC1;CYB5R3;PSMB1;CCT8;RAB6A;S100A11;HSPA8;SURF4;PDAP1;PA2G4;TUBB4B;EEF2;PRDX6;RAB10;ERP44;PSMC3;RAB14;VAPA;RAB18;LAMTOR2
regulation of G2/M transition of mitotic cell cycle (GO:0010389),31/149,3.32E-16,1.95E-14,0,0,7.7852715,277.4846825,YWHAE;PSMD11;DCTN2;DCTN3;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PPP2R1A;PSMB3;PSMD2;PSMB1;PSMD1;HSP90AA1;DYNLL1;TUBB4B;RBX1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;CDK4;PSMA2
regulation of cell cycle phase transition (GO:1901987),25/95,7.17E-16,4.12E-14,0,0,10.51277851,366.5911449,PSMD11;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;DDB1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;UBE2S;ANAPC5
regulation of hematopoietic stem cell differentiation (GO:1902036),22/71,8.89E-16,5.00E-14,0,0,13.17006803,456.4304049,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
NIK/NF-kappaB signaling (GO:0038061),22/74,2.37E-15,1.31E-13,0,0,12.40832455,417.8666506,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
regulation of hematopoietic progenitor cell differentiation (GO:1901532),22/75,3.25E-15,1.75E-13,0,0,12.17357342,406.1230733,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
negative regulation of mitotic cell cycle phase transition (GO:1901991),24/92,3.39E-15,1.80E-13,0,0,10.37431522,345.6415265,PSMD11;PSMA7;RBX1;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;CDK4;PSMD2;PSMB1;PSMD1
regulation of translation (GO:0006417),32/178,8.98E-15,4.66E-13,0,0,6.495733734,210.0970841,APP;RPL5;DDX3X;RPL10;DDX1;RPS27L;YBX1;TOB1;GSPT1;RPS4X;EIF4H;RPS3;EIF4B;NPM1;RPL13A;EEF2;EIF1;EIF5;EIF6;NCL;CAPRIN1;CSDE1;EIF3H;ETF1;EIF3E;RPL26;CALR;EIF3C;GAPDH;EIF4G2;EIF4G1;EIF3B
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),23/89,1.60E-14,8.15E-13,0,0,10.22877402,324.9291964,PSMD11;PSMA7;RBX1;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
ribosome assembly (GO:0042255),18/50,1.88E-14,9.40E-13,0,0,16.414618,518.792532,RPL5;NPM1;DDX3X;RPL3;RPL10;RPS5;RPLP0;RPL11;RPS27L;RPSA;RPL23A;RPL6;RPS15;RPS14;MRPL20;RPS28;EIF6;RPL24
DNA-dependent DNA replication (GO:0006261),27/129,2.36E-14,1.16E-12,0,0,7.80273367,244.8403872,PSMD11;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;UBB;PSMB2;PSMB3;PSMD2;UBC;PSMB1;PSMD1;RPS27A;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;CDK2AP1;UBA52
proteasomal ubiquitin-independent protein catabolic process (GO:0010499),13/22,2.67E-14,1.28E-12,0,0,41.88455122,1309.100175,PSMA7;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMA4;PSMB5;PSMB2;PSMA2;PSMB3;PSMB1
regulation of stem cell differentiation (GO:2000736),23/91,2.70E-14,1.28E-12,0,0,9.926896521,310.151971,PSMD11;HNRNPU;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
cellular response to interleukin-1 (GO:0071347),29/155,5.60E-14,2.61E-12,0,0,6.796764347,207.3976515,PSMD11;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;UBB;PSMB2;PSMB3;PSMD2;UBC;PSMB1;PSMD1;RPS27A;RBX1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;UBE2N;SQSTM1;UBA52
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),42/321,6.39E-14,2.92E-12,0,0,4.500059081,136.7202838,VCP;UBXN1;PSMD11;UBE2D3;PSMA7;HSP90B1;PSMD8;PCNP;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;PSMD2;PSMB1;UBC;PSMD1;SEC61B;UBXN4;RPS27A;HSPA5;RBX1;DDB1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;UBE2S;NEDD4;CTNNB1;ANAPC5;STUB1;UBA52;UBE2K
tumor necrosis factor-mediated signaling pathway (GO:0033209),25/116,1.07E-13,4.80E-12,0,0,8.077931243,241.279074,PSMD11;PSMA7;TXNDC17;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;EIF5A;ACTN4;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2
"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",12-Oct,1.18E-13,5.24E-12,0,0,144.387145,4297.763456,UQCRB;UQCRQ;UQCRC1;CYCS;UQCRFS1;UQCR11;CYC1;UQCR10;UQCRC2;UQCRH
cellular respiration (GO:0045333),16/42,1.91E-13,8.34E-12,0,0,17.90927022,524.4574218,UQCRB;NDUFA5;MDH2;ETFA;SDHC;ETFB;UQCR10;SDHA;SDHB;UQCRH;NDUFS7;NDUFS4;UQCRC1;UQCRFS1;CYCS;UQCRC2
Fc-epsilon receptor signaling pathway (GO:0038095),24/111,3.08E-13,1.32E-11,0,0,8.100658068,233.360124,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1;RAC1;CALM1
Fc receptor signaling pathway (GO:0038093),24/112,3.80E-13,1.60E-11,0,0,8.008188758,229.0208942,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1;RAC1;CALM1
proteasomal protein catabolic process (GO:0010498),32/205,5.25E-13,2.18E-11,0,0,5.474229659,154.784202,VCP;UBXN1;PSMD11;UBE2D3;PSMA7;PSMD8;PCNP;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;RBX1;DDB1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;NEDD4;CTNNB1;STUB1;UBE2K
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",21/85,5.85E-13,2.39E-11,0,0,9.602892287,270.4849208,NAPA;ARF4;COPB2;TMED9;COPA;TMED10;KDELR1;COPB1;SURF4;COPZ1;ARCN1;GOLPH3;RER1;TMED3;TMED2;KDELR2;ERGIC3;RAB6A;ARF5;ERGIC1;COPE
"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",17-Nov,6.55E-13,2.64E-11,0,0,53.01022954,1487.130822,COX8A;COX7B;NDUFA4;COX4I1;CYCS;COX5B;COX6A1;COX6C;COX5A;COX7C;COX6B1
positive regulation of canonical Wnt signaling pathway (GO:0090263),25/130,1.62E-12,6.45E-11,0,0,6.995776904,189.9041057,VCP;PSMD11;DDX3X;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;ATP6AP2;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2
protein stabilization (GO:0050821),29/179,2.51E-12,9.84E-11,0,0,5.70214359,152.3027446,RPL5;HSP90AB1;RPL11;PARK7;PHB;PHB2;RTN4;HSPD1;TBRG1;LAMP1;SUMO1;LAMP2;BAG1;CCT8;CCT7;CCT5;CCT4;CCT3;CCT2;HSP90AA1;RPS7;RPL23;PTGES3;CCT6A;CDC37;TCP1;CALR;PPIB;GAPDH
ribosomal large subunit biogenesis (GO:0042273),17/57,3.41E-12,1.32E-10,0,0,12.3782855,326.8379658,RPL5;NPM1;RPL3;RPL10;RPLP0;RPL11;RPL35A;RPL23A;RPL10A;RPL6;RPL7;RPL7A;MRPL20;EIF6;RPL14;RPL24;RPL26
positive regulation of Wnt signaling pathway (GO:0030177),26/153,1.13E-11,4.25E-10,0,0,6.01758088,151.6966846,VCP;PSMD11;DDX3X;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;ATP6AP2;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;ATP6V0C
regulation of primary metabolic process (GO:0080090),24/130,1.13E-11,4.25E-10,0,0,6.642085554,167.4012462,PSMD11;EDF1;OAZ1;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
protein modification by small protein removal (GO:0070646),35/276,2.00E-11,7.41E-10,0,0,4.302724157,105.9907684,VCP;PSMD11;COPS7A;NEDD8;TOMM20;ACTB;PSMA7;PSMD8;SNX3;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;PSMD2;PSMB1;UBC;PSMD1;RPS27A;RHOA;PSMA5;PSMA6;PSMA3;PSMC5;COPS6;PSMA4;PSMC6;PSMC3;PSMA2;EIF3F;UBA52
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),28/185,3.21E-11,1.17E-09,0,0,5.250051366,126.8459123,NAPA;COPB2;ARF4;COPA;TMED10;SAR1A;DCTN2;KDELR1;PDCD6;COPB1;DCTN3;IER3IP1;TFG;TMED3;TMED2;SEC31A;RAB2A;BCAP31;SEC13;TMED9;DYNLL1;COPZ1;ARCN1;VAPA;KDELR2;ERGIC3;COPE;ERGIC1
protein deubiquitination (GO:0016579),34/267,3.47E-11,1.25E-09,0,0,4.318408357,104.0042406,ENY2;VCP;PSMD11;NEDD8;TOMM20;ACTB;PSMA7;PSMD8;SNX3;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;PSMD2;PSMB1;UBC;PSMD1;RPS27A;RHOA;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;EIF3F;UBA52
cellular response to lectin (GO:1990858),22/115,3.95E-11,1.38E-09,0,0,6.923225479,165.847131,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
stimulatory C-type lectin receptor signaling pathway (GO:0002223),22/115,3.95E-11,1.38E-09,0,0,6.923225479,165.847131,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
protein polyubiquitination (GO:0000209),37/314,4.69E-11,1.62E-09,0,0,3.962279429,94.23600458,ANAPC13;PSMD11;UBE2D3;PSMA7;UBE2L3;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;PSMD2;PSMB1;UBC;PSMD1;RPS27A;RBX1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;UBE2S;NEDD4;UBE2N;CTNNB1;ANAPC5;STUB1;UBA52;UBE2K
negative regulation of canonical Wnt signaling pathway (GO:0090090),26/165,6.50E-11,2.22E-09,0,0,5.494640123,128.8822183,GSK3B;PSMD11;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;CSNK1A1;RBX1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;PFDN5
regulation of mitotic cell cycle (GO:0007346),27/178,6.87E-11,2.32E-09,0,0,5.257282737,123.0269417,APP;PSMD11;HNRNPU;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;DDB1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;UBE2S;PSMA2;ANAPC5
positive regulation of establishment of protein localization to telomere (GO:1904851),10-Aug,7.18E-11,2.39E-09,0,0,115.1654247,2689.928708,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;CCT4
innate immune response activating cell surface receptor signaling pathway (GO:0002220),22/119,7.96E-11,2.62E-09,0,0,6.636350798,154.3177115,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;PSMD1
ribonucleoprotein complex biogenesis (GO:0022613),16/60,9.73E-11,3.17E-09,0,0,10.5728781,243.7347889,RPL5;NPM1;RPS7;RPS6;RPL11;RPL35A;RPL7;RPS15;RPS25;RPS17;RPS28;RPS16;RPL14;RPL38;RPL26;RPS24
ubiquitin-dependent protein catabolic process (GO:0006511),39/354,1.07E-10,3.46E-09,0,0,3.676755952,84.39568737,VCP;UBXN1;PSMD11;UBE2D3;NEDD8;PSMA7;UBE2L3;PSMD8;PCNP;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;NDFIP1;RBX1;DDB1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;UBE2S;NEDD4;CTNNB1;ANAPC5;UBA1;STUB1;SQSTM1;UBE2K
post-translational protein modification (GO:0043687),38/345,1.88E-10,5.99E-09,0,0,3.671644977,82.21665728,APP;PSMD11;COPS7A;NEDD8;PSMA7;HSP90B1;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;RBBP7;RAB2A;COMMD1;PDIA6;RAB11B;RBX1;DDB1;PSMA5;PSMA6;PSMA3;PSMC5;COPS6;PSMA4;PSMC6;PSMC3;PSMA2;STT3A;NUCB1;P4HB;UBE2M
positive regulation of telomerase RNA localization to Cajal body (GO:1904874),15-Sep,2.37E-10,7.44E-09,0,0,43.24253731,958.3810661,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;NOP10;CCT4
regulation of establishment of protein localization to telomere (GO:0070203),11-Aug,2.55E-10,7.75E-09,0,0,76.77297566,1695.764786,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;CCT4
regulation of protein localization to Cajal body (GO:1904869),11-Aug,2.55E-10,7.75E-09,0,0,76.77297566,1695.764786,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;CCT4
positive regulation of protein localization to Cajal body (GO:1904871),11-Aug,2.55E-10,7.75E-09,0,0,76.77297566,1695.764786,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;CCT4
negative regulation of programmed cell death (GO:0043069),40/381,2.66E-10,7.99E-09,0,0,3.484183039,76.81316994,ARF4;GSK3B;DDX3X;RPL10;GSTP1;GLO1;PARK7;PHB2;HSP90B1;HSPD1;PRDX2;PRDX5;UBB;CFL1;BAG1;UBC;RPS27A;HSPA9;PRELID1;NPM1;HSPA5;GPX4;ANXA4;NME2;RPS3A;MIF;PA2G4;YWHAZ;PSMC5;GOLPH3;UFM1;HNRNPK;TAX1BP1;CTNNB1;VDAC1;TMBIM6;UBA52;PTMA;SQSTM1;TPT1
ribosomal small subunit biogenesis (GO:0042274),13/40,3.67E-10,1.09E-08,0,0,13.94850406,303.0380442,NPM1;RPS7;RPS5;RPS6;RPS27L;RPSA;RPS15;RPS14;RPS25;RPS17;RPS28;RPS16;RPS24
"positive regulation of protein localization to chromosome, telomeric region (GO:1904816)",12-Aug,7.43E-10,2.18E-08,0,0,57.57675112,1210.244065,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;CCT4
regulation of apoptotic process (GO:0042981),59/742,1.20E-09,3.50E-08,0,0,2.596802532,53.33305179,ITGB1;ARF4;MTCH1;GSK3B;MTCH2;DDX3X;PARK7;HMGB1;IER3IP1;PHB2;FAM162A;CFL1;CTSB;HSP90AA1;ANXA4;RPS6;NME2;RPS3A;MIF;ACTN4;YWHAZ;NME1;TAX1BP1;TMBIM6;VDAC1;UBA52;SQSTM1;PTMA;PPIA;ATF4;VCP;RPL10;MAGED1;GSTP1;GLO1;PHB;RTN4;HSP90B1;HSPD1;PRDX2;PRDX5;UBB;BAG1;UBC;RPS3;RPS27A;HSPA9;PRELID1;NPM1;HSPA5;PA2G4;SOD1;GOLPH3;UFM1;HNRNPK;CTNNB1;CALR;ANP32B;TPT1
negative regulation of Wnt signaling pathway (GO:0030178),26/191,1.71E-09,4.92E-08,0,0,4.62254397,93.30749992,GSK3B;PSMD11;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;CSNK1A1;RBX1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;PFDN5
regulation of telomerase RNA localization to Cajal body (GO:1904872),18-Sep,2.10E-09,5.93E-08,0,0,28.8238806,575.9296141,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;NOP10;CCT4
cytokine-mediated signaling pathway (GO:0019221),52/621,2.11E-09,5.93E-08,0,0,2.73319823,54.60180702,ITGB1;ARF1;RPLP0;TXNDC17;PSMD8;PSMD7;PSMD4;PSMD2;CFL1;PSMD1;EIF5A;HSP90AA1;GSTO1;ACTN4;MIF;YWHAZ;RBX1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA2;TCP1;CSNK2B;CANX;UBA52;SQSTM1;PPIA;PSMD11;PSMA7;HSP90B1;PSMB6;CDC42;PSMB7;PSMB4;PSMB5;PSMB2;UBB;PSMB3;PSMB1;UBC;RPS27A;HSPA9;HSPA8;SOD2;SOD1;PSMC5;PSMC6;PSMC3;HNRNPA2B1;UBE2N;P4HB
cellular response to tumor necrosis factor (GO:0071356),26/194,2.40E-09,6.69E-08,0,0,4.539287537,90.09151963,PSMD11;PSMA7;TXNDC17;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;RPS3;PSMD1;EIF5A;ACTN4;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2
interleukin-12-mediated signaling pathway (GO:0035722),13/46,2.57E-09,7.09E-08,0,0,11.40886341,225.6480111,HSPA9;ARF1;GSTO1;RPLP0;MIF;SOD2;SOD1;CDC42;CFL1;HNRNPA2B1;TCP1;P4HB;PPIA
regulation of canonical Wnt signaling pathway (GO:0060828),30/253,2.80E-09,7.63E-08,0,0,3.958763741,77.9656784,GSK3B;VCP;PSMD11;DDX3X;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;CSNK1A1;ATP6AP2;RBX1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;CTNNB1;PFDN5
negative regulation of apoptotic process (GO:0043066),44/485,3.47E-09,9.38E-08,0,0,2.966486332,57.78176865,ITGB1;YWHAE;ARF4;GSK3B;SET;DDX3X;RPL10;GSTP1;GLO1;PARK7;PHB2;HSP90B1;HSPD1;PRDX2;PRDX5;DNAJB6;UBB;CFL1;BAG1;UBC;RPS27A;HSPA9;PRELID1;NPM1;HSPA5;ANXA4;NME2;RPS3A;PA2G4;MIF;SOD2;YWHAZ;SOD1;GOLPH3;UFM1;HNRNPK;TAX1BP1;CTNNB1;TMBIM6;VDAC1;UBA52;SQSTM1;PTMA;TPT1
cytoplasmic translational initiation (GO:0002183),19-Sep,3.87E-09,1.04E-07,0,0,25.94014925,502.452228,EIF4A1;EIF3M;EIF5;EIF3I;EIF4H;EIF2S2;EIF3A;EIF4B;EIF4G1
MAPK cascade (GO:0000165),33/303,3.99E-09,1.05E-07,0,0,3.604420365,69.71054832,YWHAE;PSMD11;YWHAB;PEBP1;PSMA7;PSMD8;PSMB6;PPP1CB;PSMB7;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;PSMD2;PSMB1;UBC;PSMD1;RPS27A;RBX1;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMC3;PSMA2;LAMTOR2;CALM1;UBA52
T cell receptor signaling pathway (GO:0050852),23/158,4.02E-09,1.05E-07,0,0,4.982813911,96.33000204,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;UBE2N;PSMD1
cellular response to interleukin-12 (GO:0071349),13/48,4.58E-09,1.19E-07,0,0,10.75581296,206.5249852,HSPA9;ARF1;GSTO1;RPLP0;MIF;SOD2;SOD1;CDC42;CFL1;HNRNPA2B1;TCP1;P4HB;PPIA
aerobic respiration (GO:0009060),21-Sep,1.16E-08,2.98E-07,0,0,21.61455224,394.968698,UQCRB;NDUFS7;MDH2;UQCRC1;SDHC;UQCR10;UQCRC2;SDHB;UQCRH
substantia nigra development (GO:0021762),12/43,1.24E-08,3.17E-07,0,0,11.19504764,203.7840985,YWHAE;CDC42;GLUD1;YWHAQ;HSPA5;CALM3;DYNLL1;CALM1;CALM2;ACTB;RHOA;COX6B1
cellular protein-containing complex assembly (GO:0034622),23/168,1.33E-08,3.36E-07,0,0,4.636753574,84.08589379,CCT2;HSP90AA1;PSMD11;HSP90AB1;GPX4;HSPA4;PTGES3;POMP;CLTB;COX7A2;TBCA;RTN4;HSPD1;FKBP1A;PSMD4;CSNK2B;TCP1;CHMP2A;AP2S1;EIF4H;RPL38;AP2M1;EIF4B
regulation of translational initiation (GO:0006446),14/68,5.35E-08,1.34E-06,0,0,7.511500975,125.7742813,NPM1;DDX3X;DDX1;EIF1;EIF5;CSDE1;EIF4H;EIF3H;EIF3E;EIF4B;EIF4G2;ATF4;EIF3B;EIF4G1
ribosomal large subunit assembly (GO:0000027),25-Sep,7.13E-08,1.77E-06,0,0,16.20755597,266.7191597,RPL5;MRPL20;RPL3;RPL10;RPL11;RPLP0;RPL24;RPL23A;RPL6
gluconeogenesis (GO:0006094),11/41,7.95E-08,1.95E-06,0,0,10.58887226,173.1017103,SLC25A1;TPI1;MDH1;MDH2;PGAM1;GOT2;PGK1;ENO1;ALDOA;GAPDH;ATF4
antigen receptor-mediated signaling pathway (GO:0050851),23/185,8.27E-08,2.01E-06,0,0,4.14650143,67.620709,PSMD11;PSMA7;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMC5;PSMD7;PSMA4;PSMB5;PSMC6;PSMD4;PSMB2;PSMC3;PSMA2;PSMB3;PSMD2;PSMB1;UBE2N;PSMD1
positive regulation of establishment of protein localization (GO:1904951),19-Aug,9.19E-08,2.22E-06,0,0,20.92941336,339.1122142,CCT3;CCT6A;CCT2;TCP1;CCT8;CCT7;CCT5;CCT4
