Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
ribosomal large subunit biogenesis (GO:0042273),36/57,2.71E-11,4.80E-09,0,0,6.118016691,148.8524009,RPL5;RPL3;RPL10;NVL;PAK1IP1;RPLP0;MAK16;RPL11;SNU13;NOC2L;RPF2;SDAD1;RPL6;RPL7;RPF1;RPL7A;MRPL20;MRPL1;PES1;BRIX1;RRP15;MDN1;NPM1;NOP16;WDR74;RPL35A;RPL23A;WDR12;RSL1D1;EBNA1BP2;NSA2;EIF6;MRTO4;NHP2;RPL26;RSL24D1
mitochondrial translational elongation (GO:0070125),48/89,4.78E-11,7.90E-09,0,0,4.184296784,99.43293943,MRPS17;MRPS16;GFM2;MRPS14;MRPL18;MRPS33;MRPL16;MRPL36;MRPL14;MRPL15;MRPL34;MRPL12;MRPL13;MRPL57;MRPL54;MRPL11;MRPL55;MRPL41;MRPL42;MRPL20;MRPL1;MRPL40;MRPL9;CHCHD1;MRPS28;PTCD3;MRPS27;MRPS25;MRPS23;MRPS18B;MRPS18A;MRPS21;MRPL28;MRPL47;MRPL45;MRPL23;MRPL24;MRPL21;MRPL44;MRPS18C;TUFM;MRPL22;MRPL52;MRPL30;MRPL50;MRPL51;AURKAIP1;DAP3
mitochondrial translational termination (GO:0070126),48/89,4.78E-11,7.90E-09,0,0,4.184296784,99.43293943,MRPS17;MRPS16;GFM2;MRPS14;MRPL18;MRPS33;MRPL16;MRPL36;MRPL14;MRPL15;MRPL34;MRPL12;MRPL13;MRPL57;MRPL54;MRPL11;MRPL55;MRPL41;MRPL42;MRPL20;MRPL1;MRPL40;MRPL9;CHCHD1;MRPS28;PTCD3;MRPS27;MRPS25;MRPS23;MRPS18B;MRPS18A;MRPS21;MRPL28;MRPL47;MRPL45;MRPL23;MRPL24;MRPL21;MRPL44;MRPS18C;MRPL22;MRPL52;MRPL30;MRPL50;MRPL51;AURKAIP1;MRRF;DAP3
anaphase-promoting complex-dependent catabolic process (GO:0031145),46/84,6.01E-11,9.61E-09,0,0,4.325373134,101.7948467,PSMD12;PSMD11;PSMD14;CUL3;BUB1B;PSMA7;PSMB10;CDC20;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;CDC26;PSMD2;CDC27;PSMB1;UBC;PSMD1;BUB3;SKP2;RPS27A;UBE2E1;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;CDK1;PSME2;MAD2L1
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),47/87,7.03E-11,1.09E-08,0,0,4.198857373,98.16434709,PSMD12;PSMD11;PSMD14;HIF3A;LIMD1;HIGD1A;HIF1A;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;PSMD2;PSMB1;UBC;EP300;PSMD1;ELOB;ELOC;RPS27A;EGLN1;EGLN3;RBX1;PSMB9;PSMA5;PSMA6;IMPACT;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),39/66,7.70E-11,1.16E-08,0,0,5.156554078,120.081898,PSMD12;PSMD11;PSMD14;FHL1;CUL1;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;CDK5RAP3;RBX1;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;NABP2;PSME2;NABP1
ribonucleoprotein complex assembly (GO:0022618),63/136,2.58E-10,3.76E-08,0,0,3.088785312,68.18948067,ISY1;RPL5;RPL3;HSP90AB1;CELF1;RPLP0;CELF4;RPL6;CDC73;RPS14;SNRPD2;SNRPD1;LUC7L;DENR;EIF2D;RPL38;SNRPD3;TXNL4A;HSP90AA1;SCAF11;RPS5;DICER1;WDR77;DDX39B;CLNS1A;SNRPG;GEMIN5;LUC7L3;GEMIN6;SNRPE;SNRPF;SRSF5;SNRNP200;SNRPC;SRSF6;SRSF9;RPL10;DHX9;DDX1;RPL11;SRSF1;RPS27L;RPF2;MRPL20;EIF4H;BRIX1;SF3B1;SRSF10;MDN1;EIF4B;MCTS1;SRPK2;CPSF6;PTGES3;RPL23A;SRPK1;SETX;RPS28;EIF5;RPS27;EIF6;RSL24D1;EIF3A
cellular response to hypoxia (GO:0071456),61/131,3.81E-10,5.39E-08,0,0,3.118067808,67.62501392,SUV39H2;HIF3A;LIMD1;PSMD8;NPEPPS;PSMD6;PSMD7;PSMD4;FAM162A;MYC;PSMD2;EP300;PSMD1;ELOB;ELOC;BNIP3L;RBX1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;MGARP;PSMD12;PSMD11;PSMD14;HIGD1A;HIF1A;PSMA7;PSMB10;ZFP36L1;PSMB6;PSMB7;PSMB4;PSMB5;UBB;PSMB2;PSMB3;UBC;LMNA;PSMB1;PGK1;UBQLN1;PMAIP1;RPS27A;EGLN1;PLK3;EGLN3;BNIP3;MT3;PSMB9;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;P4HB
mitochondrial translation (GO:0032543),52/105,4.74E-10,6.53E-08,0,0,3.507169291,75.29531917,MRPS17;MRPS16;GFM2;MRPS14;MRPL36;MRPL34;MRPL41;MRPL42;MRPL1;MRPL40;MRPL9;CHCHD1;MRPS28;MRPS27;MRPS25;MRPS23;MRPS18B;MRPS18A;MRPS21;MRPL47;MRPL45;MRPS18C;TUFM;MRPL44;MRPL52;LARS2;MRPL50;MRPL51;AURKAIP1;MRRF;DAP3;MRPL18;MRPS33;MRPL16;MRPL14;MRPL15;MRPL12;MRPL13;MRPL57;MRPL54;MRPL11;MRPL55;MRPL20;IARS2;PTCD3;NDUFA7;MRPL28;MRPL23;MRPL24;MRPL21;MRPL22;MRPL30
DNA-dependent DNA replication (GO:0006261),60/129,5.60E-10,7.50E-08,0,0,3.110884088,66.27134289,MCM7;GMNN;PSMD8;PSMD6;PSMD7;PSMD4;PSMD2;PSMD1;RFC4;RFC1;RFC2;BAZ1A;PSMA5;PSMA6;PSMA3;CDC34;DBF4;PSMA4;POLG2;PSMA1;PSMA2;PSME3;PSME4;PSME2;MCM4;MCM2;PSMD12;PSMD11;PSMD14;DDX21;PSMA7;PSMB10;PSMB6;ORC4;PSMB7;PURA;PSMB4;PSMB5;UBB;PSMB2;PSMB3;ORC2;UBC;PSMB1;MCMBP;RPS27A;SRPK2;HMGA1;RPA1;LRWD1;PSMB9;POLA2;PSMC6;PSMC3;PSMC4;PSMC1;RPA3;PSMC2;CDK2AP1;SSBP1
regulation of hematopoietic stem cell differentiation (GO:1902036),39/71,1.51E-09,1.97E-07,0,0,4.349445495,88.33721431,YAP1;PSMD12;PSMD11;KMT2A;PSMD14;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;MYB;PSMB1;PSMD1;YTHDF2;TCF15;PUS7;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2
regulation of cellular ketone metabolic process (GO:0010565),36/64,2.69E-09,3.42E-07,0,0,4.586450663,90.50553481,PSMD12;PSMD11;PSMD14;ODC1;OAZ1;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;AZIN1;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2
proteasomal ubiquitin-independent protein catabolic process (GO:0010499),18/22,4.11E-09,5.08E-07,0,0,16.01129363,309.1869885,PSMA7;PSMB10;PSMB9;PSMA5;PSMB6;PSMA6;PSMB7;PSMA3;PSMB4;PSMA4;PSMB5;PSMA1;PSMB2;PSMA2;PSMB3;ENC1;PSMB1;PSME4
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",43/85,6.50E-09,7.85E-07,0,0,3.654750978,68.89677599,PSMD12;PSMD11;PSMD14;CLTC;AP2A2;PSMA7;PSMB10;PSMD8;CDC42;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;RAC1;AP2M1;RYK;FZD7;AP2B1;RHOA;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2;PFN1
proteasomal protein catabolic process (GO:0010498),81/205,1.02E-08,1.20E-06,0,0,2.339969758,43.05820739,TRIM71;GSK3A;FAF1;UBE2D3;ARRB1;TNFAIP1;PSMD8;PSMD6;UCHL1;PSMD7;MAEA;PSMD4;PSMD2;ENC1;PSMD1;SKP2;FBXW7;USP44;UBE4B;PPP2R5C;KCTD5;RAD23B;RBX1;DDB1;PSMA5;RCN3;PSMA6;PSMA3;CDC34;PSMA4;PSMA1;KCTD10;PSMA2;PSME3;PSME4;PSME2;PLAA;SPOPL;RNF122;PSMD12;VCP;PSMD11;PSMD14;CUL3;PSMA7;PSMB10;PCNP;PSMB6;PSMB7;PSMB4;PSMB5;RMND5A;PSMB2;PSMB3;PCBP2;PSMB1;SPOP;PMAIP1;FEM1C;TBL1X;UBE2B;FEM1B;FBXL19;HUWE1;WWP1;UBE2G1;UBE2A;PML;PSMB9;GID4;PSMC6;PSMC3;APPBP2;PSMC4;NEDD4;PSMC1;PSMC2;CTNNB1;UBE2K;RNF187;CUL4B
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",38/73,1.78E-08,2.05E-06,0,0,3.873036246,69.11428204,PSMD12;PSMD11;PSMD14;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;PDIA3;CHUK;TAPBP;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2;CALR;VAMP3
regulation of stem cell differentiation (GO:2000736),44/91,2.54E-08,2.86E-06,0,0,3.341592644,58.44334174,YAP1;PSMD12;PSMD11;KMT2A;PSMD14;TACSTD2;HNRNPU;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;MYB;PSMB1;PSMD1;YTHDF2;TCF15;NSUN2;PUS7;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;OCIAD1;PSME2;BMPR1A
regulation of cell cycle phase transition (GO:1901987),45/95,3.88E-08,4.28E-06,0,0,3.212603306,54.81850267,PSMD12;PSMD11;PSMD14;CUL1;BUB1B;PSMA7;PSMB10;CDC20;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;CDC26;PSMD2;CDC27;PSMB1;PSMD1;BUB3;FBXW7;UBE2E1;PSMB9;DDB1;PSMA5;PSMA6;PSMA3;DBF4;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;CDK1;PSME2;MAD2L1
regulation of hematopoietic progenitor cell differentiation (GO:1901532),38/75,4.61E-08,4.96E-06,0,0,3.663212146,61.88397049,YAP1;PSMD12;PSMD11;KMT2A;PSMD14;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;MYB;PSMB1;PSMD1;YTHDF2;PUS7;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2
Fc-epsilon receptor signaling pathway (GO:0038095),50/111,5.42E-08,5.71E-06,0,0,2.927158256,48.97535531,PIK3CB;PSMD8;PSMD6;PPP3CB;PSMD7;PSMD4;PSMD2;PSMD1;RAC1;CHUK;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;SOS1;PSMD12;PSMD11;PSMD14;SHC1;CUL1;PSMA7;PSMB10;PSMB6;PSMB7;PPP3R1;MAPK8;PAK1;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;MAPK1;PAK2;MAPK3;JUN;MAP3K1;NFKB1;PSMB9;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;CALM1
transcription-coupled nucleotide-excision repair (GO:0006283),37/73,6.82E-08,7.03E-06,0,0,3.665285416,60.48153477,ISY1;PCNA;COPS7A;UBB;POLR2B;UBC;EP300;POLR2F;POLR2G;POLR2H;POLR2I;RPS27A;POLR2J;POLR2K;HMGN1;POLR2L;USP7;RFC4;RFC1;RFC2;RPA1;GTF2H3;GTF2H5;RBX1;DDB1;COPS4;COPS3;CDK7;COPS6;COPS2;ERCC1;RPA3;UVSSA;PPIE;TCEA1;MNAT1;CUL4B
Fc receptor signaling pathway (GO:0038093),50/112,7.70E-08,7.79E-06,0,0,2.879760678,47.16730337,PIK3CB;PSMD8;PSMD6;PPP3CB;PSMD7;PSMD4;PSMD2;PSMD1;RAC1;CHUK;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;SOS1;PSMD12;PSMD11;PSMD14;SHC1;CUL1;PSMA7;PSMB10;PSMB6;PSMB7;PPP3R1;MAPK8;PAK1;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;MAPK1;PAK2;MAPK3;JUN;MAP3K1;NFKB1;PSMB9;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;CALM1
regulation of establishment of planar polarity (GO:0090175),42/88,8.35E-08,8.27E-06,0,0,3.257757563,53.09675217,PSMD12;PSMD11;PSMD14;CLTC;AP2A2;PSMA7;PSMB10;PSMD8;CDC42;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;RAC1;AP2M1;FZD7;AP2B1;RHOA;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2;PFN1
NIK/NF-kappaB signaling (GO:0038061),37/74,1.08E-07,1.04E-05,0,0,3.5659945,57.21808098,PSMD12;PSMD11;PSMD14;CUL1;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;CARD10;CHUK;DICER1;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2
RNA splicing (GO:0008380),45/98,1.23E-07,1.17E-05,0,0,3.030173086,48.20470191,TCERG1;SF3B2;DDX47;U2AF1;PRPF8;PPP2CA;PTBP1;SYNCRIP;SNRPD2;SNRPD1;TRA2B;MAGOH;DHX15;SNRPD3;TXNL4A;SF3B1;SMNDC1;SRSF10;BCAS2;SRSF11;IVNS1ABP;SRPK2;SF3A3;SCAF11;NONO;LSM1;PRPF4B;ZCRB1;MAGOHB;SRRM1;SRPK1;SMU1;SFPQ;DDX39B;SNRPG;MPHOSPH10;LUC7L3;RNPS1;SNRPA1;PPIG;SNRPF;CDK12;HNRNPC;TARDBP;SRSF7
RNA processing (GO:0006396),70/179,1.60E-07,1.49E-05,0,0,2.29686133,35.94804238,TCERG1;CELF1;DDX47;HNRNPU;RBM3;PTBP1;SYNCRIP;SNRPD2;SNRPD1;MAGOH;DHX15;SNRPD3;BCAS2;SCAF11;PABPC4;THOC1;PRPF4B;DICER1;ZCRB1;SRRM1;MRPL44;KIN;SFPQ;DDX39B;HNRNPH1;SNRPG;LUC7L3;RBMS1;SNRPA1;PPIG;SNRPF;SRSF5;AURKAIP1;SRSF7;SRSF9;SF3B2;SRSF1;U2AF1;PRPF8;PPP2CA;SF3B1;SRSF11;HNRNPA0;IVNS1ABP;SRPK2;SF3A3;RBM39;SF3A1;CPSF6;RBPMS;NONO;LSM1;LSM5;MAGOHB;LSM3;SRPK1;HNRNPL;SETX;SMU1;LIN28B;HNRNPK;LIN28A;SON;HNRNPA2B1;HNRNPD;MPHOSPH10;RNPS1;CDK12;HNRNPC;TARDBP
regulation of primary metabolic process (GO:0080090),55/130,1.64E-07,1.50E-05,0,0,2.619481516,40.93299643,CHD9;PSMD8;PSMD6;PSMD7;PSMD4;PSMD2;PSMD1;MED1;GGPS1;HMGCS1;LSS;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;IDI1;PSMD12;PSMD11;HDAC3;PSMD14;ROCK2;ODC1;HMGCR;ADIPOR1;OAZ1;ACACA;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PMVK;PSMB1;SC5D;TBL1X;NFYB;AZIN1;PSMB9;SQLE;PSMC6;PSMC3;SP1;PSMC4;ID2;CARM1;PSMC1;PSMC2
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),38/78,1.74E-07,1.57E-05,0,0,3.387818015,52.73096681,PSMD12;PSMD11;PSMD14;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;PDIA3;CHUK;TAPBP;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2;CALR;VAMP3
interleukin-1-mediated signaling pathway (GO:0070498),43/94,2.66E-07,2.35E-05,0,0,3.008053703,45.53895089,PSMD12;PSMD11;PSMD14;CUL1;PSMA7;PSMB10;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMB3;PSMD2;PSMB1;UBC;PSMD1;RPS27A;MAPK3;CHUK;NFKB1;RBX1;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSME4;PSMC2;UBE2N;PSME2;UBE2V1
maturation of LSU-rRNA (GO:0000470),18/26,3.47E-07,3.01E-05,0,0,8.003593429,119.0463952,DDX18;MAK16;SNU13;RPF2;WDR12;RPF1;RPL7;FTSJ3;RPL7A;RSL1D1;NSA2;MRPL1;EIF6;PES1;RPL7L1;NHP2;RPL35;RRP15
regulation of G2/M transition of mitotic cell cycle (GO:0010389),60/149,3.68E-07,3.14E-05,0,0,2.408703012,35.68383548,CEP57;YWHAE;FHL1;PSMD8;PSMD6;PCM1;PSMD7;TUBA1A;PSMD4;PSMD2;PSMD1;YWHAG;HSP90AA1;HAUS3;CDC25C;DYNLL1;CKAP5;RBX1;HAUS1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;AKAP9;PSME4;PSME2;MAPRE1;SFI1;DYNC1I2;PSMD12;PSMD11;PSMD14;VPS4B;DCTN3;CUL1;HMMR;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;RCC2;TUBB4B;RAB11A;PSMB9;TPX2;PSMC6;PSMC3;CDK4;PSMC4;PSMC1;PSMC2;CDK1
negative regulation of mitotic cell cycle phase transition (GO:1901991),42/92,3.91E-07,3.28E-05,0,0,2.996366139,44.21007003,PSMD12;PSMD11;PSMD14;FHL1;PTEN;CUL1;CDC73;PSMA7;PSMB10;ZFP36L1;PSMD8;PSMB6;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD1;E2F7;PRMT2;RBX1;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;CDK4;PSMC4;PSME3;PSMC1;PSME4;PSMC2;PSME2
regulation of mitotic cell cycle phase transition (GO:1901990),71/188,6.27E-07,5.17E-05,0,0,2.169759776,30.99083925,CEP57;YWHAE;BUB1B;CDC14B;CDC20;PSMD8;PSMD6;PCM1;PSMD7;TUBA1A;PSMD4;CDC26;PSMD2;CDC27;PSMD1;YWHAG;HSP90AA1;UBE2E1;HAUS3;DYNLL1;CKAP5;HAUS1;DDB1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;AKAP9;PSME4;PSME2;MAPRE1;SFI1;DYNC1I2;PSMD12;PSMD11;PSMD14;CUL3;DCTN3;CUL1;HMMR;PSMA7;PSMB10;ZFP36L1;PSMB6;PSMB7;PSMB4;PSMB5;UBB;PSMB2;PSMB3;UBC;PSMB1;BUB3;RPS27A;NEK6;TUBB4B;PSMB9;ANLN;TPX2;CENPE;PSMC6;PSMC3;PSMC4;ID2;PSMC1;PSMC2;CDK1;MAD2L1
protein-DNA complex assembly (GO:0065004),57/143,1.06E-06,8.57E-05,0,0,2.366913465,32.57238581,MCM7;GMNN;PSMD8;PSMD6;PSMD7;PSMD4;PSMD2;PSMD1;PARP1;ATRX;RAD23B;RBX1;DDB1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;MCM4;MCM2;PSMD12;PSMD11;PSMD14;PSMA7;PSMB10;PSMB6;ORC4;PSMB7;PSMB4;PSMB5;UBB;PSMB2;PSMB3;ORC2;UBC;PSMB1;RPS27A;NPM1;RPA1;NAP1L1;GTF2H3;GTF2H5;PSMB9;CDK7;PSMC6;PSMC3;PSMC4;PSMC1;RPA3;PSMC2;ANP32B;MNAT1;CUL4B
positive regulation of canonical Wnt signaling pathway (GO:0090263),53/130,1.10E-06,8.78E-05,0,0,2.457215737,33.71651207,DDX3X;USP34;PSMD8;PSMD6;PSMD7;PSMD4;PSMD2;RUVBL1;PSMD1;SOX4;PSMA5;PSMA6;PSMA3;SFRP2;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;TMEM9;CSNK1G2;PSMD12;VCP;PSMD11;PSMD14;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;TNKS2;PSMB3;UBR5;PSMB1;GPC3;TBL1X;JUP;UBE2B;NFKB1;PSMB9;PSMC6;PSMC3;PTK7;WNK1;PSMC4;PSMC1;PSMC2;LGR5;FGFR2;LGR4
non-canonical Wnt signaling pathway (GO:0035567),51/124,1.27E-06,9.99E-05,0,0,2.493547473,33.85101024,CLTC;AP2A2;PSMD8;PSMD6;PPP3CB;PSMD7;PSMD4;PSMD2;PSMD1;RAC1;AP2M1;RHOA;PSMA5;PSMA6;PSMA3;SFRP2;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;PFN1;PSMD12;PSMD11;PSMD14;PSMA7;PSMB10;CDC42;PSMB6;PSMB7;PPP3R1;PSMB4;GNG2;PSMB5;PSMB2;PSMB3;PSMB1;RYK;FZD7;AP2B1;PSMB9;PSMC6;PSMC3;PSMC4;PSMC1;AGO2;GNB1;PSMC2;CTNNB1;CALM1
regulation of mitotic cell cycle (GO:0007346),67/178,1.47E-06,1.14E-04,0,0,2.157040289,28.97233636,CDKN1C;APP;BTG3;BUB1B;HNRNPU;SRA1;MKI67;CKS1B;CDC20;PSMD8;PSMD6;MAEA;PSMD7;PSMD4;CDC26;PSMD2;CDC27;PSMD1;PIM3;CDK5RAP3;DUSP3;UBE2E1;CDC25C;DDB1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;PSME4;PSME2;KIF20B;CUL9;PSMD12;PSMD11;PSMD14;CUL1;IQGAP1;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;BUB3;EIF4E;AFAP1L2;NEK6;USP22;CDK11B;PSMB9;PSMC6;PSMC3;RPS6KB1;PSMC4;PSMC1;PSMC2;CDK1;PKN2;CDK13;MAD2L1;PTPN3
negative regulation of translation (GO:0017148),40/90,1.71E-06,1.31E-04,0,0,2.852373309,37.86870954,TRIM71;DDX6;GRB7;DDX3X;ROCK1;CELF1;ROCK2;EIF4A3;YBX1;MRPL13;GIGYF2;FXR1;SYNCRIP;RIDA;LARP1;ENC1;TPR;RACK1;IGF2BP1;RPS3;EIF4EBP2;METTL16;PAIP2;YTHDF1;YTHDF2;DAPK1;RPL13A;PUS7;DHFR;ILF3;CNOT7;LIN28A;NCL;CAPRIN1;AGO2;EIF3E;CALR;EIF4E2;GAPDH;CNOT9
protein stabilization (GO:0050821),67/179,1.85E-06,1.39E-04,0,0,2.137642973,28.22145836,RPL5;HSP90AB1;CTNND1;PTEN;PARK7;CLU;PHB2;SUMO1;TMEM88;FLOT1;CHP1;EP300;FLOT2;GOLGA7;SOX4;CCT3;CCT2;USP7;HSP90AA1;COG7;RPS7;FBXW7;RPL23;ANK2;ATP1B3;GTPBP4;CREB1;CDC37;TCP1;PFN1;PPIB;IFT46;CRYAB;GAPDH;TELO2;RPL11;TAF9;PHB;STK4;HSPD1;TBRG1;BAG2;PDCD10;FLNA;CCT8;TBL1X;ZSWIM7;CCT7;CCT5;TRIM44;CCT4;PEX19;UBE2B;USP9X;SEC16A;PTGES3;PARVA;MT3;HYPK;SMAD7;CCT6A;PDCL3;CDK7;PER3;NAA16;CALR;NAA15
RNA export from nucleus (GO:0006405),45/106,1.88E-06,1.39E-04,0,0,2.631418507,34.69349763,SLBP;NUP205;POM121;NUP107;SEH1L;DDX25;POLDIP3;EIF4A3;SRSF1;U2AF1;SMG7;NUP160;NXF1;FIP1L1;NUP85;MAGOH;TPR;NUP43;HNRNPA1;EIF4E;RAE1;SRSF11;NDC1;RANBP2;SEC13;CPSF3;CPSF2;THOC1;NUP153;MAGOHB;THOC7;SRRM1;WDR33;DDX39B;SARNP;HNRNPA2B1;SRSF3;RNPS1;SRSF5;SRSF6;NUP62CL;SRSF7;RAN;SRSF9;NUP37
mRNA transport (GO:0051028),44/104,2.72E-06,1.96E-04,0,0,2.615392854,33.51736847,SLBP;NUP205;POM121;NUP107;SEH1L;DDX25;POLDIP3;EIF4A3;SRSF1;U2AF1;SMG7;NUP160;ZFP36L1;NXF1;ZFP36;FIP1L1;NUP85;MAGOH;TPR;NUP43;EIF4E;RAE1;SRSF11;NDC1;RANBP2;SEC13;CPSF3;CPSF2;THOC1;NUP153;MAGOHB;THOC7;SRRM1;WDR33;DDX39B;SARNP;HNRNPA2B1;SRSF3;RNPS1;SRSF5;SRSF6;SRSF7;SRSF9;NUP37
