Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
neutrophil degranulation (GO:0043312),10/481,0.022568322,0.213646781,0,0,2.171446545,8.232405604,CNN2;PFKL;RAB31;PKM;ANXA2;ANXA3;PLAUR;SLC2A3;ALDOA;PRDX6
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),4/108,0.02286718,0.215279972,0,0,3.885009862,14.67777153,SPRED1;PEG10;LRP2;SKIL
"wound healing, spreading of cells (GO:0044319)",24-Feb,0.023548319,0.218077913,0,0,9.127365021,34.21576083,PDPN;FLNA
neuromuscular junction development (GO:0007528),24-Feb,0.023548319,0.218077913,0,0,9.127365021,34.21576083,PPFIBP1;NEDD4
positive regulation of lamellipodium assembly (GO:0010592),24-Feb,0.023548319,0.218077913,0,0,9.127365021,34.21576083,CDC42;ABI2
neutrophil activation involved in immune response (GO:0002283),10/485,0.02372579,0.218533762,0,0,2.152715121,8.053721973,CNN2;PFKL;RAB31;PKM;ANXA2;ANXA3;PLAUR;SLC2A3;ALDOA;PRDX6
actin cytoskeleton reorganization (GO:0031532),3/63,0.024905185,0.22688067,0,0,5.035969388,18.59621975,MYH9;FLNA;PARVA
regulation of cardiac muscle cell action potential (GO:0098901),25-Feb,0.025430873,0.22688067,0,0,8.73008166,32.05503844,PKP2;CALM1
regulation of microtubule depolymerization (GO:0031114),25-Feb,0.025430873,0.22688067,0,0,8.73008166,32.05503844,MAP1B;STMN2
response to hexose (GO:0009746),25-Feb,0.025430873,0.22688067,0,0,8.73008166,32.05503844,PFKL;THBS1
outflow tract septum morphogenesis (GO:0003148),25-Feb,0.025430873,0.22688067,0,0,8.73008166,32.05503844,PARVA;LRP2
positive regulation of release of cytochrome c from mitochondria (GO:0090200),25-Feb,0.025430873,0.22688067,0,0,8.73008166,32.05503844,BNIP3;PLAUR
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243),3/64,0.025943489,0.230248461,0,0,4.953161593,18.088127,PLAUR;ENO1;CLU
purine-containing compound biosynthetic process (GO:0072522),26-Feb,0.027372527,0.236765413,0,0,8.365905245,30.10232929,PRPS2;ADK
regulation of potassium ion transmembrane transporter activity (GO:1901016),26-Feb,0.027372527,0.236765413,0,0,8.365905245,30.10232929,NEDD4;FHL1
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739),26-Feb,0.027372527,0.236765413,0,0,8.365905245,30.10232929,SFN;YWHAZ
regulation of synapse organization (GO:0050807),26-Feb,0.027372527,0.236765413,0,0,8.365905245,30.10232929,NEDD4;YWHAZ
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740),26-Feb,0.027372527,0.236765413,0,0,8.365905245,30.10232929,SFN;YWHAZ
positive regulation of angiogenesis (GO:0045766),4/116,0.028759285,0.24750415,0,0,3.606043956,12.79710935,PKM;ANXA3;F3;THBS1
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512),3/68,0.030325923,0.256233962,0,0,4.647409733,16.24619364,SPRED1;PEG10;SKIL
cellular response to acid chemical (GO:0071229),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,CAPN2;IPO5
regulation of microtubule polymerization or depolymerization (GO:0031110),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,MAP1B;STMN2
regulation of muscle contraction (GO:0006937),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,TPM1;ENO1
glycerophospholipid catabolic process (GO:0046475),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,INPP5F;PRDX6
sarcomere organization (GO:0045214),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,KRT19;TPM1
L-amino acid transport (GO:0015807),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,SLC1A3;SLC38A2
macromolecule catabolic process (GO:0009057),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,NEDD4;CLN6
positive regulation of fibroblast proliferation (GO:0048146),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,PLA2G1B;S100A6
positive regulation of protein import into nucleus (GO:0042307),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,FLNA;IPO5
protein depolymerization (GO:0051261),28-Feb,0.031427757,0.256233962,0,0,7.721593128,26.71720479,STMN2;DSTN
regulation of ERK1 and ERK2 cascade (GO:0070372),6/238,0.032120005,0.260630897,0,0,2.622252993,9.016030149,RPS6KA6;SPRED1;GLIPR2;BRAF;YWHAZ;DUSP6
positive regulation of cell-substrate adhesion (GO:0010811),3/70,0.032654076,0.262181225,0,0,4.508224185,15.42617663,CDC42;FLNA;S100A10
protein homooligomerization (GO:0051260),4/121,0.032859042,0.262181225,0,0,3.451062897,11.78720306,G3BP2;ALDOA;GLS;ALDH9A1
regulation of translation (GO:0006417),5/178,0.032891613,0.262181225,0,0,2.924140397,9.984587257,IMPACT;LARP1;LIN28A;ENC1;THBS1
axonogenesis (GO:0007409),6/240,0.033257009,0.262181225,0,0,2.599574864,8.847626357,MAP1B;S100A6;SEMA3E;EMB;ACTB;PDLIM7
negative regulation of mRNA catabolic process (GO:1902373),2/29,0.033538695,0.262181225,0,0,7.435232187,25.24302534,LARP1;NOCT
protein stabilization (GO:0050821),5/179,0.033574086,0.262181225,0,0,2.90718687,9.866994418,CTNND1;FLNA;PARVA;CLU;CRYAB
protein tetramerization (GO:0051262),3/71,0.033852191,0.262181225,0,0,4.441701681,15.03849831,ALDOA;GLS;ALDH9A1
response to metal ion (GO:0010038),3/71,0.033852191,0.262181225,0,0,4.441701681,15.03849831,NEDD4;CALM1;THBS1
myeloid leukocyte differentiation (GO:0002573),3/71,0.033852191,0.262181225,0,0,4.441701681,15.03849831,CDC42;MYH9;FOXP1
cell morphogenesis involved in differentiation (GO:0000904),3/72,0.035072911,0.262181225,0,0,4.377107365,14.66473759,ABI2;LAMB1;PARVA
negative regulation of supramolecular fiber organization (GO:1902904),3/72,0.035072911,0.262181225,0,0,4.377107365,14.66473759,STMN2;CLU;CRYAB
cell projection organization (GO:0030030),2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,CDC42;PARVA
regulation of protein localization to membrane (GO:1905475),2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,GPC3;ACTB
Golgi to plasma membrane protein transport (GO:0043001),2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,KRT18;RAB31
heterotypic cell-cell adhesion (GO:0034113),2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,PKP2;PARVA
maintenance of blood-brain barrier (GO:0035633),2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,GJA1;ACTB
"negative regulation of gene expression, epigenetic (GO:0045814)",2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,DNMT3A;DNMT3B
plasma membrane invagination (GO:0099024),2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,CDC42;MYH9
positive regulation of protein import (GO:1904591),2/30,0.035703458,0.262181225,0,0,7.169325598,23.891833,FLNA;IPO5
ubiquitin-dependent ERAD pathway (GO:0030433),3/73,0.036316158,0.262181225,0,0,4.314358601,14.30422361,HSPA5;EDEM1;HSP90B1
neurotransmitter transport (GO:0006836),3/73,0.036316158,0.262181225,0,0,4.314358601,14.30422361,SLC1A3;SLC38A2;GLS
regulation of stress fiber assembly (GO:0051492),3/74,0.037581854,0.262181225,0,0,4.253377407,13.95632634,CDC42;TPM1;S100A10
cardiac muscle cell action potential involved in contraction (GO:0086002),2/31,0.037920776,0.262181225,0,0,6.921757395,22.64976304,GJA1;PKP2
positive regulation of locomotion (GO:0040017),2/31,0.037920776,0.262181225,0,0,6.921757395,22.64976304,CAVIN1;THBS1
positive regulation of RNA splicing (GO:0033120),2/31,0.037920776,0.262181225,0,0,6.921757395,22.64976304,SLC38A2;PRDX6
integrin-mediated signaling pathway (GO:0007229),3/75,0.038869913,0.262181225,0,0,4.194090136,13.6204536,CDC42;ZYX;MYH9
plasma membrane bounded cell projection organization (GO:0120036),4/128,0.039144795,0.262181225,0,0,3.255086849,10.54806928,NEDD4;TPM1;STMN2;LAMB1
regulation of BMP signaling pathway (GO:0030510),3/76,0.040180243,0.262181225,0,0,4.136427174,13.29604827,LRP2;FSTL1;SKIL
regulation of cell division (GO:0051302),3/76,0.040180243,0.262181225,0,0,4.136427174,13.29604827,TXNIP;SFN;CALM1
cell morphogenesis involved in neuron differentiation (GO:0048667),3/76,0.040180243,0.262181225,0,0,4.136427174,13.29604827,MAP1B;S100A6;ACTB
regulation of epithelial to mesenchymal transition (GO:0010717),3/76,0.040180243,0.262181225,0,0,4.136427174,13.29604827,SPRED1;GLIPR2;PDPN
cardiac muscle tissue morphogenesis (GO:0055008),2/32,0.040189402,0.262181225,0,0,6.690693739,21.5049063,TPM1;PKP2
response to amino acid (GO:0043200),2/32,0.040189402,0.262181225,0,0,6.690693739,21.5049063,CAPN2;IPO5
negative regulation of cell-matrix adhesion (GO:0001953),2/32,0.040189402,0.262181225,0,0,6.690693739,21.5049063,SEMA3E;THBS1
negative regulation of chemotaxis (GO:0050922),2/32,0.040189402,0.262181225,0,0,6.690693739,21.5049063,SEMA3E;THBS1
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),2/32,0.040189402,0.262181225,0,0,6.690693739,21.5049063,STRN3;FOXP1
positive regulation of lamellipodium organization (GO:1902745),2/32,0.040189402,0.262181225,0,0,6.690693739,21.5049063,CDC42;ABI2
cellular response to UV (GO:0034644),3/77,0.041512749,0.262181225,0,0,4.08032267,12.98258583,IMPACT;NEDD4;CUL4B
actin filament bundle organization (GO:0061572),2/33,0.042508106,0.262181225,0,0,6.474537416,20.44698083,CALD1;AIF1L
regulation of sprouting angiogenesis (GO:1903670),2/33,0.042508106,0.262181225,0,0,6.474537416,20.44698083,PKM;THBS1
RNA stabilization (GO:0043489),2/33,0.042508106,0.262181225,0,0,6.474537416,20.44698083,LARP1;NOCT
neuron projection extension (GO:1990138),2/33,0.042508106,0.262181225,0,0,6.474537416,20.44698083,IMPACT;MAP1B
positive regulation of ATP metabolic process (GO:1903580),2/33,0.042508106,0.262181225,0,0,6.474537416,20.44698083,TMSB4X;ENO1
negative regulation of apoptotic signaling pathway (GO:2001234),3/78,0.04286733,0.262181225,0,0,4.025714286,12.67957202,PLAUR;CLU;THBS1
negative regulation of nucleic acid-templated transcription (GO:1903507),9/464,0.043081054,0.262181225,0,0,2.014042799,6.333503905,DNMT3L;CBX5;SFMBT2;ID2;RLIM;ENO1;CRYAB;GLI3;FOXP1
axon development (GO:0061564),3/79,0.04424388,0.262181225,0,0,3.972542965,12.38654079,MAP1B;S100A6;ACTB
regulation of programmed cell death (GO:0043067),5/194,0.044874581,0.262181225,0,0,2.674412262,8.301064809,LGALS1;PERP;BNIP3;ACTN4;CLU
cellular response to amino acid stimulus (GO:0071230),2/34,0.044875677,0.262181225,0,0,6.271890863,19.467067,CAPN2;IPO5
regulation of lamellipodium assembly (GO:0010591),2/34,0.044875677,0.262181225,0,0,6.271890863,19.467067,CDC42;ABI2
negative regulation of mitochondrion organization (GO:0010823),2/34,0.044875677,0.262181225,0,0,6.271890863,19.467067,BNIP3;CLU
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030),2/34,0.044875677,0.262181225,0,0,6.271890863,19.467067,SFN;YWHAZ
protein localization to membrane (GO:0072657),5/195,0.045699599,0.262181225,0,0,2.66020076,8.208490392,ARL5C;PKP2;FLNA;BRAF;S100A10
regulation of interleukin-8 production (GO:0032677),3/81,0.047062444,0.262181225,0,0,3.870290424,11.82869109,PLA2G1B;TMSB4X;F3
protein localization to plasma membrane (GO:0072659),4/136,0.047112486,0.262181225,0,0,3.056565657,9.338471993,AFDN;PKP2;FLNA;S100A10
organic substance transport (GO:0071702),4/136,0.047112486,0.262181225,0,0,3.056565657,9.338471993,TXNIP;MYH9;LRP2;HSP90B1
regulation of muscle cell differentiation (GO:0051147),2/35,0.047290926,0.262181225,0,0,6.081525919,18.55739228,CDC42;ID2
semaphorin-plexin signaling pathway (GO:0071526),2/35,0.047290926,0.262181225,0,0,6.081525919,18.55739228,FLNA;SEMA3E
peptidyl-tyrosine dephosphorylation (GO:0035335),2/35,0.047290926,0.262181225,0,0,6.081525919,18.55739228,PTPRF;DUSP6
cell-cell junction organization (GO:0045216),3/82,0.048504223,0.262181225,0,0,3.821105657,11.56306467,AFDN;CTNND1;PKP2
5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,PRPS2
5-phosphoribose 1-diphosphate metabolic process (GO:0046391),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,PRPS2
pulmonary artery morphogenesis (GO:0061156),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LRP2
amino-acid betaine biosynthetic process (GO:0006578),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ALDH9A1
pyrimidine nucleotide metabolic process (GO:0006220),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ENPP3
anion homeostasis (GO:0055081),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,GLS
carnitine biosynthetic process (GO:0045329),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ALDH9A1
cell migration involved in gastrulation (GO:0042074),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,GPC3
regulation of endothelial tube morphogenesis (GO:1901509),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,FOXP1
regulation of heart growth (GO:0060420),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,DUSP6
chronic inflammatory response (GO:0002544),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,THBS1
regulation of low-density lipoprotein particle receptor catabolic process (GO:0032803),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ANXA2
copper ion import (GO:0015677),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,STEAP2
coronary artery morphogenesis (GO:0060982),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LRP2
disaccharide biosynthetic process (GO:0046351),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,SLC2A1
regulation of plasma membrane organization (GO:1903729),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,MYH9
regulation of sodium:proton antiporter activity (GO:0032415),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ACTN4
female genitalia development (GO:0030540),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LRP2
folate transmembrane transport (GO:0098838),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LRP2
glutamate catabolic process (GO:0006538),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,GLUD1
heart field specification (GO:0003128),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LRP2
His-Purkinje system development (GO:0003164),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ID2
ribose phosphate metabolic process (GO:0019693),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,NUDT5
secondary heart field specification (GO:0003139),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LRP2
L-aspartate transmembrane transport (GO:0070778),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,SLC1A3
lymph node development (GO:0048535),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,PDPN
maintenance of animal organ identity (GO:0048496),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,PKP2
mannose trimming involved in glycoprotein ERAD pathway (GO:1904382),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,EDEM1
mesonephric duct development (GO:0072177),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,GPC3
ubiquitin-dependent glycoprotein ERAD pathway (GO:0097466),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,EDEM1
negative regulation of B cell differentiation (GO:0045578),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ID2
negative regulation of cGMP-mediated signaling (GO:0010754),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,THBS1
negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001268),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,PLAUR
negative regulation of gonadotropin secretion (GO:0032277),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,GJA1
negative regulation of IRE1-mediated unfolded protein response (GO:1903895),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,HSPA5
negative regulation of mast cell activation involved in immune response (GO:0033007),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ENPP3
negative regulation of plasminogen activation (GO:0010757),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,THBS1
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,TMSB4X
negative regulation of transcription by RNA polymerase I (GO:0016479),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,FLNA
negative regulation of tubulin deacetylation (GO:1904428),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,BEX4
nucleoside triphosphate catabolic process (GO:0009143),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ENPP3
pentose catabolic process (GO:0019323),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,NUDT5
positive regulation of dendritic cell differentiation (GO:2001200),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LGALS1
positive regulation of low-density lipoprotein receptor activity (GO:1905599),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,ANXA2
positive regulation of phospholipase A2 activity (GO:0032430),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,PLA2G1B
positive regulation of protein catabolic process in the vacuole (GO:1904352),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,LRP2
positive regulation of translation in response to stress (GO:0032056),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,IMPACT
protein deglycosylation involved in glycoprotein catabolic process (GO:0035977),05-Jan,0.048774324,0.262181225,0,0,24.99621212,75.50233979,EDEM1
regulation of protein import into nucleus (GO:0042306),2/36,0.049752678,0.263287464,0,0,5.902358913,17.71115519,FLNA;IPO5
establishment of protein localization to plasma membrane (GO:0061951),2/36,0.049752678,0.263287464,0,0,5.902358913,17.71115519,AFDN;RAB31
regulation of sodium ion transport (GO:0002028),2/36,0.049752678,0.263287464,0,0,5.902358913,17.71115519,NEDD4;PKP2
macrophage activation (GO:0042116),2/36,0.049752678,0.263287464,0,0,5.902358913,17.71115519,CLU;FOXP1
membrane assembly (GO:0071709),2/36,0.049752678,0.263287464,0,0,5.902358913,17.71115519,ANXA2;S100A10
response to insulin (GO:0032868),3/84,0.051452162,0.271156516,0,0,3.726379441,11.05655087,PKM;RAB31;PLA2G1B
regulation of actin cytoskeleton reorganization (GO:2000249),2/37,0.05225978,0.271156516,0,0,5.733430022,16.92238052,CDC42;SEMA3E
regulation of protein autophosphorylation (GO:0031952),2/37,0.05225978,0.271156516,0,0,5.733430022,16.92238052,IMPACT;CALM1
regulation of vascular associated smooth muscle cell proliferation (GO:1904705),2/37,0.05225978,0.271156516,0,0,5.733430022,16.92238052,GJA1;TPM1
glutamine family amino acid metabolic process (GO:0009064),2/37,0.05225978,0.271156516,0,0,5.733430022,16.92238052,GLUD1;GLS
Ras protein signal transduction (GO:0007265),4/142,0.053635938,0.271156516,0,0,2.922779636,8.550696923,ABI2;PDPN;G3BP2;ARHGAP29
regulation of phosphoprotein phosphatase activity (GO:0043666),2/38,0.054811097,0.271156516,0,0,5.573886069,16.18579937,CALM1;HSP90B1
positive regulation of insulin secretion (GO:0032024),2/38,0.054811097,0.271156516,0,0,5.573886069,16.18579937,GLUD1;ACSL4
positive regulation of potassium ion transport (GO:0043268),2/38,0.054811097,0.271156516,0,0,5.573886069,16.18579937,FHL1;FLNA
positive regulation of signaling (GO:0023056),2/38,0.054811097,0.271156516,0,0,5.573886069,16.18579937,INPP5F;ANXA2
negative regulation of cell migration (GO:0030336),4/144,0.055914106,0.271156516,0,0,2.880732601,8.3078559,AFDN;GJA1;TPM1;ARID2
ERAD pathway (GO:0036503),3/87,0.056033052,0.271156516,0,0,3.592747813,10.35362933,HSPA5;EDEM1;HSP90B1
regulation of intracellular transport (GO:0032386),2/39,0.057405509,0.271156516,0,0,5.422966113,15.49674936,INPP5F;CRYAB
regulation of ion transmembrane transporter activity (GO:0032412),2/39,0.057405509,0.271156516,0,0,5.422966113,15.49674936,NEDD4;FHL1
regulation of peptidyl-threonine phosphorylation (GO:0010799),2/39,0.057405509,0.271156516,0,0,5.422966113,15.49674936,SPRED1;CALM1
endothelial cell migration (GO:0043542),2/39,0.057405509,0.271156516,0,0,5.422966113,15.49674936,MYH9;FSTL1
post-translational protein modification (GO:0043687),7/345,0.05765565,0.271156516,0,0,2.099374384,5.990075715,LGALS1;FEM1B;GPC3;LAMB1;FSTL1;HSP90B1;CUL4B
bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),06-Jan,0.058241364,0.271156516,0,0,19.9959596,56.85170146,PKP2
regulation of cell cycle checkpoint (GO:1901976),06-Jan,0.058241364,0.271156516,0,0,19.9959596,56.85170146,FEM1B
regulation of long-chain fatty acid import across plasma membrane (GO:0010746),06-Jan,0.058241364,0.271156516,0,0,19.9959596,56.85170146,THBS1
regulation of nitric oxide mediated signal transduction (GO:0010749),06-Jan,0.058241364,0.271156516,0,0,19.9959596,56.85170146,THBS1
